gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00002251.v1.g368480.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002251.v1.g368480.t1	95.4	8.6e-26	418							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000332.v1.g008280.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00000332.v1.g008280.t1	91.8	1.0e-24	426							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002251.v1.g368460.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002251.v1.g368460.t1	91.8	1.0e-24	426							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001607.v1.g210610.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00001607.v1.g210610.t1	91.4	1.4e-24	488							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g032780.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00000574.v1.g032780.t1	91.0	1.8e-24	489							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g540400.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g540400.t1	84.3	2.0e-22	400							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002499.v1.g568070.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002499.v1.g568070.t1	83.4	3.6e-22	387							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000732.v1.g060860.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00000732.v1.g060860.t1	82.9	5.2e-22	387							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g623990.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002582.v1.g623990.t1	82.1	9.5e-22	402							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002459.v1.g541550.t2	FMO	proteome_v1_exact	round2	full_length	GMO.00002459.v1.g541550.t2	80.6	2.6e-21	382							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000308.v1.g006490.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00000308.v1.g006490.t1	73.2	4.5e-19	396							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002218.v1.g364020.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002218.v1.g364020.t1	73.1	5.0e-19	396							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001811.v1.g249330.t2	FMO	proteome_v1_exact	round2	full_length	GMO.00001811.v1.g249330.t2	66.1	6.7e-17	355							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001649.v1.g216590.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00001649.v1.g216590.t1	51.5	1.7e-12	378							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002656.v1.g656790.t1	FMO	proteome_v1_exact	round2	full_length	GMO.00002656.v1.g656790.t1	51.5	1.7e-12	378							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002705.v1.g665510.t1	GGT	proteome_v1_exact	round1	full_length	GMO.00002705.v1.g665510.t1	583.2	1.6e-173	629							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002711.v1.g667700.t1	GGT	proteome_v1_exact	round1	full_length	GMO.00002711.v1.g667700.t1	582.9	1.9e-173	629							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001202.v1.g119250.t1	GGT	proteome_v1_exact	round1	full_length	GMO.00001202.v1.g119250.t1	571.7	4.6e-170	586							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g429350.t1	GGT	proteome_v1_exact	round1	full_length	GMO.00002283.v1.g429350.t1	571.7	4.6e-170	586							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001200.v1.g119160.t1	GGT	proteome_v1_exact	round1	full_length	GMO.00001200.v1.g119160.t1	300.1	9.5e-88	310							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000720.v1.g052440.t2	GSH1	proteome_v1_exact	round2	full_length	GMO.00000720.v1.g052440.t2	974.1	4.7e-293	526							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002767.v1.g678100.t2	GSH1	proteome_v1_exact	round2	full_length	GMO.00002767.v1.g678100.t2	973.6	6.5e-293	526							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g346800.t2	GSH2	proteome_v1_exact	round2	full_length	GMO.00002216.v1.g346800.t2	839.7	2.1e-252	553							absent	absent	single_sequence	True	False	False	True	False	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090870.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090870.t1	80.8	2.1e-21	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587580.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587580.t1	80.8	2.1e-21	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g453350.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002317.v1.g453350.t1	80.1	3.6e-21	220							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g660500.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002695.v1.g660500.t1	80.1	3.6e-21	220							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g660490.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002695.v1.g660490.t1	79.3	6.2e-21	220							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g453360.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002317.v1.g453360.t1	78.3	1.3e-20	220							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090820.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090820.t1	76.6	4.5e-20	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587540.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587540.t1	76.6	4.5e-20	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000743.v1.g064240.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000743.v1.g064240.t1	75.6	8.6e-20	152							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002271.v1.g399660.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002271.v1.g399660.t1	75.6	8.6e-20	152							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g469450.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g469450.t1	75.3	1.1e-19	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069540.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000827.v1.g069540.t1	74.6	1.8e-19	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069550.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000827.v1.g069550.t1	74.6	1.8e-19	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g469440.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g469440.t1	74.4	2.0e-19	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587570.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587570.t1	74.1	2.7e-19	216							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000174.v1.g002300.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000174.v1.g002300.t1	73.8	3.2e-19	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g338040.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g338040.t1	73.8	3.2e-19	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587550.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587550.t1	73.8	3.3e-19	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090830.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090830.t1	73.5	4.2e-19	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g338030.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g338030.t1	73.4	4.4e-19	229							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g338060.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g338060.t1	73.4	4.3e-19	234							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000174.v1.g002310.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000174.v1.g002310.t1	73.3	4.7e-19	229							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587600.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587600.t1	73.1	5.6e-19	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090860.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090860.t1	73.0	5.7e-19	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002497.v1.g564340.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002497.v1.g564340.t1	73.0	5.8e-19	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002498.v1.g565780.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002498.v1.g565780.t1	73.0	5.8e-19	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587560.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587560.t1	72.3	9.3e-19	218							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002497.v1.g564350.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002497.v1.g564350.t1	72.2	1.1e-18	224							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002498.v1.g565770.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002498.v1.g565770.t1	72.2	1.1e-18	224							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g660470.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002695.v1.g660470.t1	72.1	1.1e-18	128							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000174.v1.g002280.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000174.v1.g002280.t1	71.8	1.3e-18	234							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539930.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539930.t1	71.1	2.2e-18	233							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g453370.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002317.v1.g453370.t1	70.9	2.6e-18	193							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539950.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539950.t1	70.9	2.6e-18	218							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g624500.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002582.v1.g624500.t1	70.9	2.6e-18	218							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069560.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000827.v1.g069560.t1	70.8	2.9e-18	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539910.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539910.t1	70.8	2.7e-18	215							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g624530.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002582.v1.g624530.t1	70.8	2.7e-18	215							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090940.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090940.t1	70.3	3.9e-18	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001014.v1.g090810.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001014.v1.g090810.t1	70.0	5.0e-18	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002518.v1.g587530.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002518.v1.g587530.t1	70.0	5.0e-18	217							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539940.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539940.t1	69.9	5.3e-18	222							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002650.v1.g653390.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002650.v1.g653390.t1	69.9	5.5e-18	85							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g469460.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g469460.t1	69.5	7.1e-18	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539920.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539920.t1	69.0	1.0e-17	216							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g624520.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002582.v1.g624520.t1	69.0	1.0e-17	216							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000937.v1.g087890.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000937.v1.g087890.t1	68.6	1.4e-17	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002284.v1.g433120.t2	GST	proteome_v1_exact	round1	full_length	GMO.00002284.v1.g433120.t2	67.9	2.3e-17	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000937.v1.g087860.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000937.v1.g087860.t1	67.7	2.7e-17	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002284.v1.g433160.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002284.v1.g433160.t1	67.7	2.7e-17	226							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g624560.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002582.v1.g624560.t1	67.7	2.7e-17	218							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539890.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539890.t1	67.6	2.8e-17	218							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g539900.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002453.v1.g539900.t1	67.0	4.4e-17	214							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000719.v1.g050990.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000719.v1.g050990.t1	66.9	4.7e-17	215							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002582.v1.g624550.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002582.v1.g624550.t1	66.9	4.6e-17	214							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411030.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002276.v1.g411030.t1	66.6	5.6e-17	215							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000697.v1.g048120.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000697.v1.g048120.t1	66.2	7.9e-17	231							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002291.v1.g445250.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002291.v1.g445250.t1	66.2	7.9e-17	231							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g453380.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002317.v1.g453380.t1	65.8	1.0e-16	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096440.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096440.t1	65.1	1.7e-16	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001180.v1.g117650.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001180.v1.g117650.t1	64.8	2.1e-16	219							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g378300.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002253.v1.g378300.t1	64.8	2.1e-16	223							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g500180.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002354.v1.g500180.t1	64.8	2.1e-16	219							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002603.v1.g632760.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002603.v1.g632760.t1	64.5	2.5e-16	230							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002534.v1.g606830.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002534.v1.g606830.t1	64.4	2.8e-16	231							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002568.v1.g622150.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002568.v1.g622150.t1	64.4	2.7e-16	231							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603160.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603160.t1	64.3	2.9e-16	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603170.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603170.t1	64.3	3.0e-16	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000720.v1.g052220.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000720.v1.g052220.t1	64.1	3.5e-16	238							partial	partial	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002767.v1.g678310.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002767.v1.g678310.t1	64.0	3.7e-16	238							partial	partial	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g338050.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g338050.t1	63.7	4.8e-16	224							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002291.v1.g445260.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002291.v1.g445260.t1	63.7	4.6e-16	232							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g660460.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002695.v1.g660460.t1	63.1	7.1e-16	224							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000174.v1.g002290.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000174.v1.g002290.t1	62.0	1.6e-15	224							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000697.v1.g048130.t1	GST	proteome_v1_exact	round1	full_length	GMO.00000697.v1.g048130.t1	61.4	2.4e-15	232							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096430.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096430.t1	61.0	3.3e-15	225							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001573.v1.g199890.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001573.v1.g199890.t1	60.6	4.2e-15	228							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002336.v1.g487520.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002336.v1.g487520.t1	60.6	4.2e-15	228							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001490.v1.g184070.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001490.v1.g184070.t1	57.7	3.4e-14	230							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g372260.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002253.v1.g372260.t1	56.9	6.1e-14	418							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g191250.t1	GST	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g191250.t1	56.8	6.7e-14	419							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002326.v1.g482460.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002326.v1.g482460.t1	56.8	6.8e-14	230							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g506090.t1	GST	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g506090.t1	56.8	6.7e-14	419							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g452520.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00002317.v1.g452520.t1	73.0	8.8e-19	186							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g661350.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00002695.v1.g661350.t1	73.0	8.8e-19	186							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001607.v1.g209960.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00001607.v1.g209960.t1	70.7	4.3e-18	170							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g112310.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00001111.v1.g112310.t1	69.8	8.3e-18	193							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g031970.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00000574.v1.g031970.t1	69.2	1.2e-17	170							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g027720.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00000574.v1.g027720.t1	67.9	3.2e-17	205							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002345.v1.g494660.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00002345.v1.g494660.t1	67.9	3.2e-17	205							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g383580.t1	LF_synthase	proteome_v1_exact	round1	full_length	GMO.00002253.v1.g383580.t1	62.8	1.2e-15	173							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g345800.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g345800.t1	1075.9	0.0e+00	861							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189860.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189860.t1	1069.4	0.0e+00	917							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504640.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504640.t1	1069.0	0.0e+00	917							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g345670.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g345670.t1	1059.5	1.7e-317	956							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g345790.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g345790.t1	1058.1	4.8e-317	872							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189850.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189850.t1	1057.9	5.0e-317	907							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504630.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504630.t1	1057.9	5.0e-317	909							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
