gene_id	reporting_category	biochemical_context	original_families	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	nearest_reference_distance	hmmer_score	hmmer_evalue	length	source	sequence_scope	discovery_round	matched_protein_id	meme_status	meme_status_quality_aware	motif_support_quality	meme_evaluable	singleton_passthrough	n_motifs_found	n_motifs_expected	motif_ids	motif_best_evalue	motif_coverage	expected_domain_record_present	pfam_n_domains	pfam_domain_architecture	pfam_best_evalue	pfam_total_score	pfam_confirmation_rule	pfam_required_ids	pfam_required_n_domains	pfam_required_n_present	domain_confirmation_status	domain_validated	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	pfam_gate_active	final_pass	final_outcome
GMO.00000697.v1.g048120.t1	gst	Conjugation, transfer, and redox chemistry								66.2	7.9e-17	231	proteome_v1_exact	full_length	round1	GMO.00000697.v1.g048120.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6200000000000003e-27	0.9	true	1	all	2.2e-22	65.5	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002291.v1.g445250.t1	gst	Conjugation, transfer, and redox chemistry								66.2	7.9e-17	231	proteome_v1_exact	full_length	round1	GMO.00002291.v1.g445250.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6200000000000003e-27	0.9	true	1	all	2.2e-22	65.5	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002317.v1.g453380.t1	gst	Conjugation, transfer, and redox chemistry								65.8	1e-16	225	proteome_v1_exact	full_length	round1	GMO.00002317.v1.g453380.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.27e-27	0.9	true	1	all	3.1e-22	65.1	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001050.v1.g096440.t1	gst	Conjugation, transfer, and redox chemistry								65.1	1.7e-16	225	proteome_v1_exact	full_length	round1	GMO.00001050.v1.g096440.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.75e-28	1.0	true	1	all	6e-22	64.1	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001180.v1.g117650.t1	gst	Conjugation, transfer, and redox chemistry								64.8	2.1e-16	219	proteome_v1_exact	full_length	round1	GMO.00001180.v1.g117650.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.31e-23	0.9	true	1	all	6.2e-22	64.1	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002253.v1.g378300.t1	gst	Conjugation, transfer, and redox chemistry								64.8	2.1e-16	223	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g378300.t1	confirmed	confirmed	strong_only	True	False	5	10	motif_1,motif_2,motif_4,motif_6,motif_7	2.95e-17	0.5	true	1	all	8.200000000000001e-22	63.7	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002354.v1.g500180.t1	gst	Conjugation, transfer, and redox chemistry								64.8	2.1e-16	219	proteome_v1_exact	full_length	round1	GMO.00002354.v1.g500180.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.31e-23	0.9	true	1	all	6.2e-22	64.1	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002603.v1.g632760.t1	gst	Conjugation, transfer, and redox chemistry								64.5	2.5e-16	230	proteome_v1_exact	full_length	round1	GMO.00002603.v1.g632760.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.1e-27	1.0	true	1	all	8.6e-22	63.6	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002534.v1.g606830.t1	gst	Conjugation, transfer, and redox chemistry								64.4	2.8e-16	231	proteome_v1_exact	full_length	round1	GMO.00002534.v1.g606830.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.81e-29	0.9	true	1	all	8.300000000000001e-22	63.7	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002568.v1.g622150.t1	gst	Conjugation, transfer, and redox chemistry								64.4	2.7e-16	231	proteome_v1_exact	full_length	round1	GMO.00002568.v1.g622150.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.81e-29	0.9	true	1	all	8.300000000000001e-22	63.7	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002523.v1.g603160.t1	gst	Conjugation, transfer, and redox chemistry								64.3	2.9e-16	225	proteome_v1_exact	full_length	round1	GMO.00002523.v1.g603160.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.5400000000000003e-26	1.0	true	1	all	1e-21	63.4	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002523.v1.g603170.t1	gst	Conjugation, transfer, and redox chemistry								64.3	3e-16	225	proteome_v1_exact	full_length	round1	GMO.00002523.v1.g603170.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.82e-28	1.0	true	1	all	1.1e-21	63.3	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000720.v1.g052220.t1	gst	Conjugation, transfer, and redox chemistry								64.1	3.5e-16	238	proteome_v1_exact	full_length	round1	GMO.00000720.v1.g052220.t1	partial	partial	strong_only	True	False	2	10	motif_1,motif_2	2.02e-19	0.2	true	1	all	1.2e-21	63.2	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002767.v1.g678310.t1	gst	Conjugation, transfer, and redox chemistry								64.0	3.7e-16	238	proteome_v1_exact	full_length	round1	GMO.00002767.v1.g678310.t1	partial	partial	strong_only	True	False	2	10	motif_1,motif_2	2.02e-19	0.2	true	1	all	1.2e-21	63.2	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002176.v1.g338050.t1	gst	Conjugation, transfer, and redox chemistry								63.7	4.8e-16	224	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g338050.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.3199999999999999e-28	1.0	true	1	all	1.7e-21	62.6	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002291.v1.g445260.t1	gst	Conjugation, transfer, and redox chemistry								63.7	4.6e-16	232	proteome_v1_exact	full_length	round1	GMO.00002291.v1.g445260.t1	confirmed	confirmed	strong_only	True	False	8	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8	3.55e-27	0.8	true	1	all	1.4e-21	62.9	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002695.v1.g660460.t1	gst	Conjugation, transfer, and redox chemistry								63.1	7.1e-16	224	proteome_v1_exact	full_length	round1	GMO.00002695.v1.g660460.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.27e-27	0.9	true	1	all	2.1e-21	62.4	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000174.v1.g002290.t1	gst	Conjugation, transfer, and redox chemistry								62.0	1.6e-15	224	proteome_v1_exact	full_length	round1	GMO.00000174.v1.g002290.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.3199999999999999e-28	1.0	true	1	all	5.8e-21	61.0	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000697.v1.g048130.t1	gst	Conjugation, transfer, and redox chemistry								61.4	2.4e-15	232	proteome_v1_exact	full_length	round1	GMO.00000697.v1.g048130.t1	confirmed	confirmed	strong_only	True	False	8	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8	5.04e-25	0.8	true	1	all	7.6e-21	60.6	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001050.v1.g096430.t1	gst	Conjugation, transfer, and redox chemistry								61.0	3.3e-15	225	proteome_v1_exact	full_length	round1	GMO.00001050.v1.g096430.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	8.83e-25	1.0	true	1	all	1.2e-20	60.0	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001573.v1.g199890.t1	gst	Conjugation, transfer, and redox chemistry								60.6	4.2e-15	228	proteome_v1_exact	full_length	round1	GMO.00001573.v1.g199890.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.14e-23	1.0	true	1	all	1.6e-20	59.6	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002336.v1.g487520.t1	gst	Conjugation, transfer, and redox chemistry								60.6	4.2e-15	228	proteome_v1_exact	full_length	round1	GMO.00002336.v1.g487520.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.14e-23	1.0	true	1	all	1.6e-20	59.6	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001490.v1.g184070.t1	gst	Conjugation, transfer, and redox chemistry								57.7	3.4e-14	230	proteome_v1_exact	full_length	round1	GMO.00001490.v1.g184070.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.64e-25	1.0	true	1	all	1.2e-19	56.8	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002253.v1.g372260.t1	gst	Conjugation, transfer, and redox chemistry								56.9	6.1e-14	418	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g372260.t1	confirmed	confirmed	strong_only	True	False	7	10	motif_1,motif_3,motif_4,motif_5,motif_6,motif_8,motif_9	3.44e-18	0.7	true	1	all	3.5e-19	55.3	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g191250.t1	gst	Conjugation, transfer, and redox chemistry								56.8	6.7e-14	419	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g191250.t1	confirmed	confirmed	strong_only	True	False	4	10	motif_1,motif_4,motif_5,motif_6	4.4e-18	0.4	true	1	all	2.9e-19	55.5	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002326.v1.g482460.t1	gst	Conjugation, transfer, and redox chemistry								56.8	6.8e-14	230	proteome_v1_exact	full_length	round1	GMO.00002326.v1.g482460.t1	confirmed	confirmed	strong_only	True	False	8	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7	4.9e-26	0.8	true	1	all	1.8e-19	56.2	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g506090.t1	gst	Conjugation, transfer, and redox chemistry								56.8	6.7e-14	419	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g506090.t1	confirmed	confirmed	strong_only	True	False	4	10	motif_1,motif_4,motif_5,motif_6	4.4e-18	0.4	true	1	all	2.9e-19	55.5	any_required	PF02798	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002317.v1.g452520.t1	lf_synthase	Sulfur release and comparative reference architectures								73.0	8.8e-19	186	proteome_v1_exact	full_length	round1	GMO.00002317.v1.g452520.t1	confirmed	confirmed	strong_only	True	False	7	10	motif_1,motif_10,motif_2,motif_3,motif_5,motif_6,motif_9	9.519999999999999e-61	0.7	true	1	all	1.7999999999999997e-24	72.8	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002695.v1.g661350.t1	lf_synthase	Sulfur release and comparative reference architectures								73.0	8.8e-19	186	proteome_v1_exact	full_length	round1	GMO.00002695.v1.g661350.t1	confirmed	confirmed	strong_only	True	False	7	10	motif_1,motif_10,motif_2,motif_3,motif_5,motif_6,motif_9	9.519999999999999e-61	0.7	true	1	all	1.7999999999999997e-24	72.8	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001607.v1.g209960.t1	lf_synthase	Sulfur release and comparative reference architectures								70.7	4.3e-18	170	proteome_v1_exact	full_length	round1	GMO.00001607.v1.g209960.t1	confirmed	confirmed	strong_only	True	False	5	10	motif_2,motif_3,motif_4,motif_7,motif_8	3.31e-45	0.5	true	1	all	1.0000000000000001e-23	70.3	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001111.v1.g112310.t1	lf_synthase	Sulfur release and comparative reference architectures								69.8	8.3e-18	193	proteome_v1_exact	full_length	round1	GMO.00001111.v1.g112310.t1	confirmed	confirmed	strong_only	True	False	6	10	motif_1,motif_10,motif_2,motif_3,motif_5,motif_6	1.37e-55	0.6	true	1	all	1.7e-23	69.6	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000574.v1.g031970.t1	lf_synthase	Sulfur release and comparative reference architectures								69.2	1.2e-17	170	proteome_v1_exact	full_length	round1	GMO.00000574.v1.g031970.t1	confirmed	confirmed	strong_only	True	False	5	10	motif_2,motif_3,motif_4,motif_7,motif_8	3.31e-45	0.5	true	1	all	2.8000000000000003e-23	68.9	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000574.v1.g027720.t1	lf_synthase	Sulfur release and comparative reference architectures								67.9	3.2e-17	205	proteome_v1_exact	full_length	round1	GMO.00000574.v1.g027720.t1	confirmed	confirmed	strong_only	True	False	6	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6	9.77e-58	0.6	true	1	all	6.6e-23	67.7	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002345.v1.g494660.t1	lf_synthase	Sulfur release and comparative reference architectures								67.9	3.2e-17	205	proteome_v1_exact	full_length	round1	GMO.00002345.v1.g494660.t1	confirmed	confirmed	strong_only	True	False	6	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6	9.77e-58	0.6	true	1	all	6.6e-23	67.7	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002253.v1.g383580.t1	lf_synthase	Sulfur release and comparative reference architectures								62.8	1.2e-15	173	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g383580.t1	confirmed	confirmed	strong_only	True	False	4	10	motif_2,motif_3,motif_4,motif_8	1.76e-35	0.4	true	1	all	2.8e-21	62.4	any_required	PF10604	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g345800.t1	lox	Oxylipin and volatile-product chemistry								1075.9	0.0	861	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345800.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.47e-58	1.0	true	2	both	0.0	1151.9	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189860.t1	lox	Oxylipin and volatile-product chemistry								1069.4	0.0	917	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189860.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.4e-64	1.0	true	2	both	0.0	1106.2	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g504640.t1	lox	Oxylipin and volatile-product chemistry								1069.0	0.0	917	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504640.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.4e-64	1.0	true	2	both	0.0	1107.2	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g345670.t1	lox	Oxylipin and volatile-product chemistry								1059.5	1.7e-317	956	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345670.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	9.45e-56	1.0	true	2	both	0.0	1136.4	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g345790.t1	lox	Oxylipin and volatile-product chemistry								1058.1	4.8e-317	872	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345790.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.75e-59	1.0	true	2	both	0.0	1128.0	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189850.t1	lox	Oxylipin and volatile-product chemistry								1057.9	5e-317	907	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189850.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.79e-61	1.0	true	2	both	0.0	1093.3	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g504630.t1	lox	Oxylipin and volatile-product chemistry								1057.9	5e-317	909	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504630.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.79e-61	1.0	true	2	both	0.0	1093.3	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g345780.t1	lox	Oxylipin and volatile-product chemistry								1054.2	6.7e-316	803	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345780.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	8.19e-60	1.0	true	2	both	0.0	1114.7	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189840.t1	lox	Oxylipin and volatile-product chemistry								1052.8	1.8e-315	931	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189840.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.189999999999999e-61	1.0	true	2	both	0.0	1093.9	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001016.v1.g092500.t1	lox	Oxylipin and volatile-product chemistry								1052.4	2.5e-315	860	proteome_v1_exact	full_length	round1	GMO.00001016.v1.g092500.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.1500000000000001e-58	1.0	true	2	both	0.0	1112.8	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002516.v1.g581300.t1	lox	Oxylipin and volatile-product chemistry								1051.9	3.5e-315	860	proteome_v1_exact	full_length	round1	GMO.00002516.v1.g581300.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.1500000000000001e-58	1.0	true	2	both	0.0	1112.3	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g504770.t1	lox	Oxylipin and volatile-product chemistry								1051.5	4.6e-315	923	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504770.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.72e-57	1.0	true	2	both	0.0	1087.9	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189890.t1	lox	Oxylipin and volatile-product chemistry								1051.0	6.2e-315	923	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189890.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6e-58	1.0	true	2	both	0.0	1087.5	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000571.v1.g025000.t1	lox	Oxylipin and volatile-product chemistry								1046.0	2.1e-313	936	proteome_v1_exact	full_length	round1	GMO.00000571.v1.g025000.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.730000000000002e-57	1.0	true	2	both	0.0	1068.4	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002325.v1.g479150.t1	lox	Oxylipin and volatile-product chemistry								1046.0	2.1e-313	936	proteome_v1_exact	full_length	round1	GMO.00002325.v1.g479150.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.730000000000002e-57	1.0	true	2	both	0.0	1068.4	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002176.v1.g331990.t1	lox	Oxylipin and volatile-product chemistry								1044.0	8.2e-313	873	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g331990.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.9199999999999998e-60	1.0	true	2	both	0.0	1120.6	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g345680.t1	lox	Oxylipin and volatile-product chemistry								1041.4	5.1e-312	849	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345680.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.460000000000001e-56	1.0	true	2	both	0.0	1096.1	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002319.v1.g466540.t1	lox	Oxylipin and volatile-product chemistry								1039.4	2.1e-311	932	proteome_v1_exact	full_length	round1	GMO.00002319.v1.g466540.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.23e-53	1.0	true	2	both	0.0	1091.0	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002415.v1.g519410.t1	lox	Oxylipin and volatile-product chemistry								1039.4	2.1e-311	932	proteome_v1_exact	full_length	round1	GMO.00002415.v1.g519410.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.23e-53	1.0	true	2	both	0.0	1091.0	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002216.v1.g362160.t1	lox	Oxylipin and volatile-product chemistry								1035.9	2.4e-310	876	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g362160.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.69e-59	1.0	true	2	both	0.0	1102.7	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002176.v1.g311800.t1	lox	Oxylipin and volatile-product chemistry								1035.6	3e-310	869	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g311800.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.430000000000002e-59	1.0	true	2	both	0.0	1104.9	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002226.v1.g367190.t1	lox	Oxylipin and volatile-product chemistry								1035.5	3.2e-310	876	proteome_v1_exact	full_length	round1	GMO.00002226.v1.g367190.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.69e-59	1.0	true	2	both	0.0	1102.2	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189910.t1	lox	Oxylipin and volatile-product chemistry								1034.6	6.1e-310	929	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189910.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.17e-61	1.0	true	2	both	0.0	1061.0	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g504750.t1	lox	Oxylipin and volatile-product chemistry								1029.5	2.1e-308	929	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504750.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.17e-61	1.0	true	2	both	0.0	1060.2	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001513.v1.g189920.t1	lox	Oxylipin and volatile-product chemistry								1003.4	1.6999999999999998e-300	927	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189920.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.24e-61	1.0	true	2	both	7.3e-306	1023.7	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002356.v1.g504740.t1	lox	Oxylipin and volatile-product chemistry								1001.3	7.1e-300	929	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504740.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.24e-61	1.0	true	2	both	3.1e-305	1021.5	all_required	PF00305,PF01477	2	2	complete	True	True	True	True	True	complete	True	True	retained
