gene_id	family	biochemical_context	target_bin	length	score	evalue	source	sequence_scope	discovery_round	matched_protein_id	pfam_hit	full_length_reference_hit	passing_pfam_profiles	passing_full_length_reference_queries	search_route
GMO.00002319.v1.g459170.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	510	259.8	1.4e-75	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g459170.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g459180.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	510	258.5	3.4e-75	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g459180.t1	true	false	PF00067.28		pfam_only
GMO.00002556.v1.g618490.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	518	257.1	9.4e-75	proteome_v1_exact	full_length	round2	GMO.00002556.v1.g618490.t2	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g163340.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	495	255.5	2.9e-74	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g163340.t2	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g171860.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	495	255.5	2.9e-74	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g171860.t2	true	false	PF00067.28		pfam_only
GMO.00002363.v1.g506270.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	526	255.4	2.9e-74	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g506270.t1	true	false	PF00067.28		pfam_only
GMO.00000847.v1.g076170.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	510	253.9	8.3e-74	proteome_v1_exact	full_length	round2	GMO.00000847.v1.g076170.t1	true	false	PF00067.28		pfam_only
GMO.00001278.v1.g140690.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	541	253.7	9.5e-74	proteome_v1_exact	full_length	round2	GMO.00001278.v1.g140690.t1	true	false	PF00067.28		pfam_only
GMO.00002494.v1.g559460.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	541	253.7	9.5e-74	proteome_v1_exact	full_length	round2	GMO.00002494.v1.g559460.t1	true	false	PF00067.28		pfam_only
GMO.00000693.v1.g047280.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	477	252.8	1.8e-73	proteome_v1_exact	full_length	round2	GMO.00000693.v1.g047280.t1	true	false	PF00067.28		pfam_only
GMO.00002317.v1.g455050.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	477	252.2	2.8e-73	proteome_v1_exact	full_length	round2	GMO.00002317.v1.g455050.t1	true	false	PF00067.28		pfam_only
GMO.00001330.v1.g153530.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	439	252.1	3.1e-73	proteome_v1_exact	full_length	round2	GMO.00001330.v1.g153530.t1	true	false	PF00067.28		pfam_only
GMO.00002453.v1.g537630.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	444	251.8	3.8e-73	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g537630.t2	true	false	PF00067.28		pfam_only
GMO.00000574.v1.g029490.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	433	250.3	1e-72	proteome_v1_exact	full_length	round2	GMO.00000574.v1.g029490.t2	true	false	PF00067.28		pfam_only
GMO.00002325.v1.g480350.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	525	249.7	1.6e-72	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g480350.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g473260.t4	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	548	249.5	1.8e-72	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g473260.t4	true	false	PF00067.28		pfam_only
GMO.00000895.v1.g084320.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	444	248.9	2.8e-72	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g084320.t2	true	false	PF00067.28		pfam_only
GMO.00002253.v1.g369750.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	505	248.7	3.1e-72	proteome_v1_exact	full_length	round2	GMO.00002253.v1.g369750.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g163350.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	457	248.6	3.5e-72	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g163350.t2	true	false	PF00067.28		pfam_only
GMO.00000847.v1.g076200.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	248.2	4.5e-72	proteome_v1_exact	full_length	round2	GMO.00000847.v1.g076200.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g459150.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	248.2	4.5e-72	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g459150.t1	true	false	PF00067.28		pfam_only
GMO.00000872.v1.g080170.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	545	247.2	8.8e-72	proteome_v1_exact	full_length	round2	GMO.00000872.v1.g080170.t2	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g459160.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	503	245.3	3.6e-71	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g459160.t1	true	false	PF00067.28		pfam_only
GMO.00001056.v1.g099770.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	483	244.6	5.6e-71	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g099770.t1	true	false	PF00067.28		pfam_only
GMO.00002363.v1.g508920.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	483	243.4	1.3e-70	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g508920.t1	true	false	PF00067.28		pfam_only
GMO.00000847.v1.g076190.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	503	243.3	1.4e-70	proteome_v1_exact	full_length	round2	GMO.00000847.v1.g076190.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g160020.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	512	241.7	4.2e-70	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g160020.t2	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g175310.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	512	241.7	4.2e-70	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g175310.t2	true	false	PF00067.28		pfam_only
GMO.00002770.v1.g681890.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	332	241.1	6.5e-70	proteome_v1_exact	full_length	round2	GMO.00002770.v1.g681890.t2	true	false	PF00067.28		pfam_only
GMO.00002612.v1.g635740.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	517	236.9	1.2e-68	proteome_v1_exact	full_length	round2	GMO.00002612.v1.g635740.t1	true	false	PF00067.28		pfam_only
GMO.00000602.v1.g037050.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	475	236.3	1.9e-68	proteome_v1_exact	full_length	round2	GMO.00000602.v1.g037050.t2	true	false	PF00067.28		pfam_only
GMO.00002354.v1.g495850.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	475	236.3	1.9e-68	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g495850.t2	true	false	PF00067.28		pfam_only
GMO.00002601.v1.g631280.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	518	234.7	5.5e-68	proteome_v1_exact	full_length	round2	GMO.00002601.v1.g631280.t1	true	false	PF00067.28		pfam_only
GMO.00001595.v1.g202620.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	353	234.1	8.7e-68	proteome_v1_exact	full_length	round2	GMO.00001595.v1.g202620.t2	true	false	PF00067.28		pfam_only
GMO.00002284.v1.g432820.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	428	232.7	2.3e-67	proteome_v1_exact	full_length	round2	GMO.00002284.v1.g432820.t2	true	false	PF00067.28		pfam_only
GMO.00002486.v1.g552560.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	428	232.6	2.5e-67	proteome_v1_exact	full_length	round2	GMO.00002486.v1.g552560.t2	true	false	PF00067.28		pfam_only
GMO.00002253.v1.g390980.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	491	232.0	3.8e-67	proteome_v1_exact	full_length	round2	GMO.00002253.v1.g390980.t1	true	false	PF00067.28		pfam_only
GMO.00000616.v1.g037230.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	229.9	1.6e-66	proteome_v1_exact	full_length	round2	GMO.00000616.v1.g037230.t1	true	false	PF00067.28		pfam_only
GMO.00002354.v1.g497510.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	229.9	1.6e-66	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g497510.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g157710.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	530	228.9	3.1e-66	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g157710.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g177530.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	530	228.9	3.1e-66	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g177530.t1	true	false	PF00067.28		pfam_only
GMO.00000855.v1.g077960.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	358	228.3	5.1e-66	proteome_v1_exact	full_length	round2	GMO.00000855.v1.g077960.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g462570.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	358	224.6	6.6e-65	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g462570.t1	true	false	PF00067.28		pfam_only
GMO.00002276.v1.g412500.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	477	222.1	3.8e-64	proteome_v1_exact	full_length	round2	GMO.00002276.v1.g412500.t1	true	false	PF00067.28		pfam_only
GMO.00002254.v1.g391910.t4	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	389	221.4	6.1e-64	proteome_v1_exact	full_length	round2	GMO.00002254.v1.g391910.t4	true	false	PF00067.28		pfam_only
GMO.00002275.v1.g405750.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	477	221.4	6.1e-64	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g405750.t1	true	false	PF00067.28		pfam_only
GMO.00000840.v1.g073960.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	563	221.3	6.4e-64	proteome_v1_exact	full_length	round2	GMO.00000840.v1.g073960.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g460840.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	563	221.3	6.4e-64	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g460840.t1	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g311220.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	530	220.9	8.9e-64	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g311220.t1	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g314120.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	512	220.2	1.4e-63	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g314120.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g462550.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	317	220.0	1.6e-63	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g462550.t1	true	false	PF00067.28		pfam_only
GMO.00002522.v1.g598960.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	529	218.7	4.1e-63	proteome_v1_exact	full_length	round2	GMO.00002522.v1.g598960.t1	true	false	PF00067.28		pfam_only
GMO.00001697.v1.g226020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	529	218.2	5.6e-63	proteome_v1_exact	full_length	round2	GMO.00001697.v1.g226020.t1	true	false	PF00067.28		pfam_only
GMO.00002553.v1.g615210.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	466	217.8	7.3e-63	proteome_v1_exact	full_length	round2	GMO.00002553.v1.g615210.t2	true	false	PF00067.28		pfam_only
GMO.00001655.v1.g216700.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	479	217.5	9.4e-63	proteome_v1_exact	full_length	round2	GMO.00001655.v1.g216700.t1	true	false	PF00067.28		pfam_only
GMO.00002767.v1.g679420.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	479	217.5	9.4e-63	proteome_v1_exact	full_length	round2	GMO.00002767.v1.g679420.t1	true	false	PF00067.28		pfam_only
GMO.00000720.v1.g052970.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	554	215.0	5.2e-62	proteome_v1_exact	full_length	round2	GMO.00000720.v1.g052970.t1	true	false	PF00067.28		pfam_only
GMO.00002288.v1.g438700.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	511	214.0	1.1e-61	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g438700.t1	true	false	PF00067.28		pfam_only
GMO.00001085.v1.g104380.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	555	213.0	2.2e-61	proteome_v1_exact	full_length	round2	GMO.00001085.v1.g104380.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g175330.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	482	211.1	8.4e-61	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g175330.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g159310.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	507	209.7	2.1e-60	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g159310.t1	true	false	PF00067.28		pfam_only
GMO.00000940.v1.g089160.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	487	209.4	2.8e-60	proteome_v1_exact	full_length	round2	GMO.00000940.v1.g089160.t1	true	false	PF00067.28		pfam_only
GMO.00002325.v1.g476450.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	487	209.4	2.8e-60	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g476450.t1	true	false	PF00067.28		pfam_only
GMO.00000883.v1.g082090.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	485	209.2	3e-60	proteome_v1_exact	full_length	round2	GMO.00000883.v1.g082090.t1	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g461900.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	485	209.2	3e-60	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g461900.t1	true	false	PF00067.28		pfam_only
GMO.00002621.v1.g640040.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	472	208.5	5.1e-60	proteome_v1_exact	full_length	round2	GMO.00002621.v1.g640040.t1	true	true	PF00067.28	Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g160000.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	482	207.8	7.9e-60	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g160000.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g176010.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	506	207.6	9.4e-60	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g176010.t1	true	false	PF00067.28		pfam_only
GMO.00002338.v1.g492990.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	473	206.1	2.7e-59	proteome_v1_exact	full_length	round2	GMO.00002338.v1.g492990.t1	true	true	PF00067.28	Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001346.v1.g164340.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	495	205.9	3.1e-59	proteome_v1_exact	full_length	round2	GMO.00001346.v1.g164340.t1	true	false	PF00067.28		pfam_only
GMO.00002495.v1.g560520.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	495	205.9	3.1e-59	proteome_v1_exact	full_length	round2	GMO.00002495.v1.g560520.t1	true	false	PF00067.28		pfam_only
GMO.00000574.v1.g035090.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	490	205.1	5.5e-59	proteome_v1_exact	full_length	round2	GMO.00000574.v1.g035090.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g599970.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	207	204.2	1e-58	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599970.t1	true	false	PF00067.28		pfam_only
GMO.00002725.v1.g671090.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	490	204.1	1.1e-58	proteome_v1_exact	full_length	round2	GMO.00002725.v1.g671090.t1	true	false	PF00067.28		pfam_only
GMO.00002338.v1.g493120.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	473	202.9	2.5e-58	proteome_v1_exact	full_length	round2	GMO.00002338.v1.g493120.t1	true	false	PF00067.28		pfam_only
GMO.00002621.v1.g640200.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	473	202.8	2.7e-58	proteome_v1_exact	full_length	round2	GMO.00002621.v1.g640200.t1	true	false	PF00067.28		pfam_only
GMO.00002749.v1.g677230.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	512	201.9	5.2e-58	proteome_v1_exact	full_length	round2	GMO.00002749.v1.g677230.t1	true	false	PF00067.28		pfam_only
GMO.00002787.v1.g684330.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	492	201.9	4.9e-58	proteome_v1_exact	full_length	round2	GMO.00002787.v1.g684330.t1	true	false	PF00067.28		pfam_only
GMO.00002747.v1.g676540.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	512	201.8	5.3e-58	proteome_v1_exact	full_length	round2	GMO.00002747.v1.g676540.t1	true	false	PF00067.28		pfam_only
GMO.00002218.v1.g365720.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	492	201.4	7e-58	proteome_v1_exact	full_length	round2	GMO.00002218.v1.g365720.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g603780.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	499	198.9	4.2e-57	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g603780.t1	true	false	PF00067.28		pfam_only
GMO.00002336.v1.g489480.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	482	198.6	5.2e-57	proteome_v1_exact	full_length	round2	GMO.00002336.v1.g489480.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g176020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	499	197.6	9.9e-57	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g176020.t1	true	false	PF00067.28		pfam_only
GMO.00001016.v1.g092380.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	469	197.3	1.2e-56	proteome_v1_exact	full_length	round2	GMO.00001016.v1.g092380.t2	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g461880.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	484	195.9	3.4e-56	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g461880.t1	true	false	PF00067.28		pfam_only
GMO.00002516.v1.g581170.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	469	195.2	5.4e-56	proteome_v1_exact	full_length	round2	GMO.00002516.v1.g581170.t2	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g176420.t3	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	194.8	7.2e-56	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g176420.t3	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g158870.t3	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	475	194.7	7.5e-56	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g158870.t3	true	false	PF00067.28		pfam_only
GMO.00000748.v1.g066580.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	465	192.6	3.4e-55	proteome_v1_exact	full_length	round2	GMO.00000748.v1.g066580.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g155450.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	465	192.6	3.4e-55	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g155450.t1	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g159290.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	468	192.2	4.3e-55	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g159290.t2	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g176060.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	468	191.9	5.6e-55	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g176060.t2	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g159260.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	468	191.1	9.3e-55	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g159260.t2	true	false	PF00067.28		pfam_only
GMO.00000883.v1.g082080.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	453	189.0	4.2e-54	proteome_v1_exact	full_length	round2	GMO.00000883.v1.g082080.t1	true	false	PF00067.28		pfam_only
GMO.00001811.v1.g249300.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	184.6	8.9e-53	proteome_v1_exact	full_length	round2	GMO.00001811.v1.g249300.t1	true	false	PF00067.28		pfam_only
GMO.00002459.v1.g541580.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	184.1	1.3e-52	proteome_v1_exact	full_length	round2	GMO.00002459.v1.g541580.t1	true	false	PF00067.28		pfam_only
GMO.00002495.v1.g561420.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	503	180.3	1.7e-51	proteome_v1_exact	full_length	round2	GMO.00002495.v1.g561420.t2	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g159280.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	475	179.9	2.4e-51	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g159280.t2	true	false	PF00067.28		pfam_only
GMO.00002319.v1.g465520.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	490	177.8	1e-50	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g465520.t1	true	false	PF00067.28		pfam_only
GMO.00002433.v1.g532290.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	484	177.0	1.7e-50	proteome_v1_exact	full_length	round2	GMO.00002433.v1.g532290.t2	true	false	PF00067.28		pfam_only
GMO.00002459.v1.g541590.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	175.9	3.8e-50	proteome_v1_exact	full_length	round2	GMO.00002459.v1.g541590.t1	true	false	PF00067.28		pfam_only
GMO.00001811.v1.g249290.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	175.5	5.1e-50	proteome_v1_exact	full_length	round2	GMO.00001811.v1.g249290.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g176030.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	476	174.6	9.4e-50	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g176030.t2	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g311190.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	298	174.3	1.2e-49	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g311190.t1	true	false	PF00067.28		pfam_only
GMO.00001346.v1.g165240.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	430	173.7	1.8e-49	proteome_v1_exact	full_length	round2	GMO.00001346.v1.g165240.t2	true	false	PF00067.28		pfam_only
GMO.00001343.v1.g159300.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	516	170.6	1.6e-48	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g159300.t2	true	false	PF00067.28		pfam_only
GMO.00001573.v1.g199780.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	499	169.9	2.6e-48	proteome_v1_exact	full_length	round2	GMO.00001573.v1.g199780.t1	true	false	PF00067.28		pfam_only
GMO.00000537.v1.g020360.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	405	169.3	3.8e-48	proteome_v1_exact	full_length	round2	GMO.00000537.v1.g020360.t1	true	false	PF00067.28		pfam_only
GMO.00002275.v1.g404120.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	405	167.9	1.1e-47	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g404120.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g599520.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	259	166.3	3.2e-47	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599520.t1	true	false	PF00067.28		pfam_only
GMO.00001385.v1.g171850.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	399	164.9	8.2e-47	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g171850.t1	true	false	PF00067.28		pfam_only
